,"2. Swan Hill: Shop 1 (PO Box 487 Vic 3585), 60",
,"Campbell Street, Swan Hill Vic 3500",
,"Tel : (03) 5032 3468, Fax : (03) 5032 9407",
,,
,E-mail: Andrew.Broad.MP@aph.gov.au,
,,
"McMillan,","46C Albert Street, Warragul Vic 3820",Tel: (02) 6277 4233
,,
Vic,"Tel : (03) 5623 2064, Fax : (03) 5623 2509",Fax: (02) 6277 8485
,E-mail: Russell.Broadbent.MP@aph.gov.au,
,,
,,
"Canberra,","205 Anketell St, Tuggeranong ACT 2900",Tel: (02) 6277 4811
ACT,"Tel : (02) 6293 1344, Fax : (02) 6293 1068",Fax: (02) 6277 8585
,,
,E-mail: gai.brodtmann.mp@aph.gov.au,
,,
"Fisher,","Shop 10A and 10B, Cartwright Centre (PO Box 1224),",Tel: (02) 6277 4970
,,
Qld,"Corner of Nicklin Way and Point Cartwright Drive,",Fax: (02) 6277 2860
,Buddina Qld 4575,
,"Tel : (07) 5444 4888, Fax : (07) 5452 6655",
,,
,E-mail: Mal.Brough.MP@aph.gov.au,
,,
"Wright,","21 William Street (PO Box 628), Beaudesert Qld 4285",Tel: (02) 6277 4449
,,
Qld,"Tel : (07) 5541 0150, Fax : (07) 5541 4150",Fax: (02) 6277 8408
,E-mail: scott.buchholz.mp@aph.gov.au,
,,
,,
"Chisholm,","Level 1, 207 Blackburn Road (PO Box 3042), Syndal",Tel: (02) 6277 4000
Vic,Vic 3149,Fax: (02) 6277 2050
,"Tel : (03) 9802 0566, Fax : (03) 9802 0588",
,,
,E-mail: Anna.Burke.MP@aph.gov.au,
,,
"Watson,","Shop G29, Centro Roselands (PO Box 156), Roselands",Tel: (02) 6277 4410
,,
NSW,"Drive, Roselands NSW 2196",Fax: (02) 6277 2215
,"Tel : (02) 9750 9088, Fax : (02) 9750 9288",
,E-mail: Tony.Burke.MP@aph.gov.au,
,,
,,
"Port Adelaide,","15 Semaphore Road (PO Box 2038, Port Adelaide SA",Tel: (02) 6277 4089
SA,"5015), Semaphore SA 5019",Fax: (02) 6277 2222
,,
,"Tel : (08) 8242 0733, Fax : (08) 8242 0744",
,E-mail: Mark.Butler.MP@aph.gov.au,
,,
,,
"Holt,","Shop HM 2B, 8-10 Overland Drive, Fountain Gate",Tel: (02) 6277 4309
Vic,Vic 3805,Fax: (02) 6277 8473
,"Tel : (03) 9796 7533, Fax : (03) 9796 7088",
,,
,E-mail: Anthony.Byrne.MP@aph.gov.au,
,,
,,
,,
,,
,,
,2,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,"Electorate office address, telephone and facsimile",Parliament House
,numbers & other office details where applicable,telephone &
,,
,,
,,
"Rankin,","Shop 65 Logan Central Plaza (PO Box 349), Wembley",Tel: (02) 6277 4880
Qld,"Road, Woodridge Qld 4114",Fax: (02) 6277 4908
,"Tel : (07) 3299 5910, Fax : (07) 3208 8744",
,,
,E-mail: Jim.Chalmers.MP@aph.gov.au,
,,
"Wakefield,","Shop 89, 600 Main North Road (PO Box 288),",Tel: (02) 6277 4451
,,
SA,Smithfield SA 5114,Fax: (02) 6277 8511
,"Tel : (08) 8284 2422, Fax : (08) 8284 2433",
,Toll Free : 1300 780 170,
,,
,E-mail: Nick.Champion.MP@aph.gov.au,
,,
"Gippsland,","36 Macarthur Street (PO Box 486), Sale Vic 3850",Tel: (02) 6277 4029
,,
Vic,"Tel : (03) 5144 6744, Fax : (03) 5144 3945",Fax: (02) 6277 8402
,E-mail: Darren.Chester.MP@aph.gov.au,
,,
,,
"Bendigo,","Cnr. Williamson & Myers Streets (PO Box 338),",Tel: (02) 6277 4657
Vic,Bendigo Vic 3550,Fax: (02) 6277 2357
,,
,"Tel : (03) 5443 9055, Fax : (03) 5443 9736",
,E-mail: Lisa.Chesters.MP@aph.gov.au,
,,
,,
"Dawson,","2/21 Milton Street (PO Box 1697), Mackay Qld 4740",Tel: (02) 6277 4538
Qld,"Tel : (07) 4944 0662, Fax : (07) 4944 0575",Fax: (02) 6277 8508
,Toll Free : 1300 301 979,
,,
,E-mail: george.christensen.mp@aph.gov.au,
,,
"Moncrieff,","Ground Floor West (PO Box 4922, Gold Coast Mail",Tel: (02) 6277 2330
,,
Qld,"Centre Qld 9726), 67 Thomas Drive, Chevron Island",Fax: (02) 6277 8452
,Qld 4217,
,"Tel : (07) 5504 6000, Fax : (07) 5504 6944",
,,
,E-mail: Steven.Ciobo.MP@aph.gov.au,
,,
"Blaxland,","Suite 7 Level 1, 400 Chapel Road (PO Box 153 NSW",Tel: (02) 6277 4904
,,
NSW,"1885), Bankstown NSW 2200",Fax: (02) 6277 4750
,"Tel : (02) 9790 2466, Fax : (02) 9790 0770",
,E-mail: Jason.Clare.MP@aph.gov.au,
,,
,,
"Newcastle,","427 Hunter Street, Newcastle NSW 2300",Tel: (02) 6277 4285
NSW,"Tel : (02) 4926 1555, Fax : (02) 4926 1895",Fax: (02) 6277 2378
,,
,E-mail: Sharon.Claydon.MP@aph.gov.au,
,,
"Calare,","1. Orange: 1/179a Anson Street (PO Box 673),",Tel: (02) 6277 4721
,,
NSW,Orange NSW 2800,Fax: (02) 6277 8543
,"Tel : (02) 6361 7138, Fax : (02) 6362 3480",
,"2. Bathurst: 85 Keppel Street, Bathurst NSW 2795",
,,
,"Tel : 02 6331 0524, Fax : 02 6331 2561",
,E-mail: John.Cobb.MP@aph.gov.au,
,,
,,
"Banks,","22 Revesby Place (PO Box 775), Revesby NSW 2212",Tel: (02) 6277 4188
NSW,"Tel : (02) 9771 3400, Fax : (02) 9773 4144",Fax: (02) 6277 2353
,E-mail: David.Coleman.MP@aph.gov.au,
,,
,,
"Franklin,","18 Ross Avenue (PO Box 38), Rosny Park Tas 7018",Tel: (02) 6277 4107
Tas,"Tel : (03) 6244 1222, Fax : (03) 6244 1211",Fax: (02) 6277 2321
,,
,E-mail: Julie.Collins.MP@aph.gov.au,
,,
"Charlton,","Suite 7, Level 1 (PO Box 747), 342 Main Road,",Tel: (02) 6277 4863
,,
NSW,Cardiff NSW 2285,Fax: (02) 6277 4963
,"Tel : (02) 4954 2611, Fax : (02) 4954 2655",
,E-mail: Pat.Conroy.MP@aph.gov.au,
,,
,,
,,
,,
,,
,,
,,
,3,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Parkes,","1. Dubbo: Shop 3, 153 Brisbane Street, Dubbo",Tel: (02) 6277 4607
NSW,NSW 2830,Fax: (02) 6277 8504
,"Tel : (02) 6882 0999, Fax : (02) 6882 9935",
,,
,"2. Moree: 69 Heber Street, Moree NSW 2400",
,"Tel : (02) 6751 1251, Fax : (02) 6751 1253",
,E-mail: Mark.Coulton.MP@aph.gov.au,
,,
,,
"Melbourne Ports,","117 Fitzroy Street (PO Box 2086), St Kilda West",Tel: (02) 6277 4520
Vic,Vic 3182,Fax: (02) 6277 8480
,,
,"Tel : (03) 9534 8126, Fax : (03) 9534 1575",
,E-mail: Michael.Danby.MP@aph.gov.au,
,,
,,
"Isaacs,","Shop No. 6, Parkmore Shopping Centre, Cheltenham",Tel: (02) 6277 4205
Vic,"Road, Keysborough Vic 3173",Fax: (02) 6277 8523
,"Tel : (03) 9769 1955, Fax : (03) 9769 1977",
,,
,E-mail: Mark.Dreyfus.MP@aph.gov.au,
,,
"Dickson,","3/199 Gympie Road (PO Box 2012), Strathpine",Tel: (02) 6277 7220
,,
Qld,Qld 4500,Fax: (02) 6273 4110
,"Tel : (07) 3205 9977, Fax : (07) 3205 5111",
,E-mail: Peter.Dutton.MP@aph.gov.au,
,,
,,
"Richmond,","Suite 6, Hallmark Centre, 107-111 Minjungbal Drive",Tel: (02) 6277 4554
NSW,"(PO Box 6996), Tweed Heads South NSW 2486",Fax: (02) 6277 8520
,,
,"Tel : (02) 5523 4371, Fax : (02) 5523 4379",
,E-mail: Justine.Elliot.MP@aph.gov.au,
,,
,,
"Adelaide,","161 Main North Road, Nailsworth, SA 5083",Tel: (02) 6277 4479
SA,"Tel : (08) 8269 2433, Fax : (08) 8269 2488",Fax: (02) 6277 2216
,,
,E-mail: Kate.Ellis.MP@aph.gov.au,
,,
"Leichhardt,","Mac Donnells Building, 102 Grafton Street (PO Box",Tel: (02) 6277 4803
,,
Qld,"14, Bungalow), Cairns Qld 4870",Fax: (02) 6277 2238
,"Tel : (07) 4051 2220, Fax : (07) 4031 1592",
,E-mail: Warren.Entsch.MP@aph.gov.au,
,,
,,
"Batman,","159 High St, Preston Vic 3072",Tel: (02) 6277 4948
Vic,"Tel : (03) 9416 8690, Fax : (03) 9410 7810",Fax: (02) 6277 4849
,,
,E-mail: David.Feeney.MP@aph.gov.au,
,,
"Werriwa,","Suite 1, Level 1, 2 Oxford Road (PO Box 191,,",Tel: (02) 6277 4920
,,
NSW,"Ingleburn NSW 1890), Ingleburn NSW 2565",Fax: (02) 6277 8507
,"Tel : (02) 9829 7477, Fax : (02) 9829 7499",
,E-mail: Laurie.Ferguson.MP@aph.gov.au,
,,
,,
"Hunter,","3 Edward Street (PO Box 526), Cessnock NSW 2325",Tel: (02) 6277 4550
NSW,"Tel : (02) 4991 1022, Fax : (02) 4991 2322",Fax: (02) 6277 8422
,,
,E-mail: J.Fitzgibbon.MP@aph.gov.au,
,,
"Bradfield,","Suite 1, Level 2, 280 Pacific Highway, Lindfield",Tel: (02) 6277 4240
,,
NSW,NSW 2070,Fax: (02) 6277 8457
,"Tel : (02) 9465 3950, Fax : (02) 9465 3999",
,E-mail: Paul.Fletcher.MP@aph.gov.au,
,,
,,
"Kooyong,","695 Burke Road, Camberwell Vic 3124",Tel: (02) 6277 4606
Vic,"Tel : (03) 9882 3677, Fax : (03) 9882 3773",Fax: (02) 6277 8546
,,
,E-mail: josh.frydenberg.mp@aph.gov.au,
,,
,,
,,
"Brisbane,","209 Days Road (PO Box 98), Grange Qld 4051",Tel: (02) 6277 4331
Qld,"Tel : (07) 3356 1555, Fax : (07) 3356 6711",Fax: (02) 6277 8515
,,
,E-mail: Teresa.Gambaro.MP@aph.gov.au,
,,
,,
,4,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,"Electorate office address, telephone and facsimile",Parliament House
,numbers & other office details where applicable,telephone &
,,
,,
,,
"Scullin,","Shop 23-25 (PO Box 167, Mill Park LPO), 314-360",Tel: (02) 6277 4044
,,
Vic,"Childs Rd, Mill Park Vic 3082",Fax: (02) 6277 8417
,"Tel : (03) 9404 1911, Fax : (03) 9404 1725",
,E-mail: Andrew.Giles.MP@aph.gov.au,
,,
,,
"Lyne,","75-77 Clarence Street (PO Box 1112), Port Macquarie",Tel: (02) 6277 4960
NSW,NSW 2444,Fax: (02) 6277 2856
,,
,"Tel : (02) 6583 2077, Fax : (02) 6584 1022",
,E-mail: David.Gillespie.MP@aph.gov.au,
,,
,,
"Moore,","3 Boas Avenue, Joondalup WA 6027",Tel: (02) 6277 4651
WA,"Tel : (08) 9300 2244, Fax : (08) 9300 2245",Fax: (02) 6277 2082
,,
,E-mail: Ian.Goodenough.MP@aph.gov.au,
,,
"Brand,","1/15 Kent Street, Rockingham, WA 6168",Tel: (02) 6277 4913
,,
WA,"Tel : (08) 9527 9377, Fax : (08) 9592 1361",Fax: (02) 6277 4937
,E-mail: Gary.Gray.MP@aph.gov.au,
,,
,,
"Bruce,",Shop 98A Waverley Gardens Shopping Centre (PO,Tel: (02) 6277 4303
Vic,"Box 1034, Waverley Gardens), Corner Police &",Fax: (02) 6277 8499
,"Jackson's Roads, Mulgrave Vic 3170",
,,
,"Tel : (03) 9547 1444, Fax : (03) 9547 7944",
,E-mail: Alan.Griffin.MP@aph.gov.au,
,,
,,
"Solomon,","Unit 3/266 Trower Road (PO Box 43300 NT 0801),",Tel: (02) 6277 2392
NT,Casuarina NT 0810,Fax: (02) 6277 8479
,"Tel : (08) 8928 0180, Fax : (08) 8928 0189",
,,
,E-mail: natasha.griggs.mp@aph.gov.au,
,,
"Shortland,","26 Macquarie Street (PO Box 499), Belmont",Tel: (02) 6277 4492
,,
NSW,NSW 2280,Fax: (02) 6277 8505
,"Tel : (02) 4947 9711, Fax : (02) 4947 9722",
,E-mail: Jill.Hall.MP@aph.gov.au,
,,
,,
"Cowper,","39 Little Street (PO Box 2056), Coffs Harbour",Tel: (02) 6277 7540
NSW,NSW 2450,Fax: (02) 6273 0207
,,
,"Tel : (02) 6652 6233, Fax : (02) 6651 4346",
,E-mail: Luke.Hartsuyker.MP@aph.gov.au,
,,
,,
"Mitchell,","Suite 8 (PO Box 1173), 23 Terminus Street, Castle Hill",Tel: (02) 6277 4430
NSW,NSW 2154,Fax: (02) 6277 8522
,"Tel : (02) 9899 7211, Fax : (02) 9899 7990",
,,
,E-mail: Alex.Hawke.MP@aph.gov.au,
,,
"Fowler,","Level 2 (PO Box 205), 24-32 Hughes Street,",Tel: (02) 6277 4083
,,
NSW,Cabramatta NSW 2166,Fax: (02) 6277 2309
,"Tel : (02) 9726 3988, Fax : (02) 9727 2240",
,E-mail: Chris.Hayes.MP@aph.gov.au,
,,
,,
"Corangamite,","3A/195 Colac Rd, Waurn Ponds Vic 3216",Tel: (02) 6277 4172
Vic,"Tel : (03) 5243 1444, Fax : (03) 5243 1666",Fax: (02) 6277 2043
,,
,E-mail: Sarah.Henderson.MP@aph.gov.au,
,,
,,
"Eden Monaro,","1. Queanbeyan: 21-25 Monaro Street (PO Box 214),",Tel: (02) 6277 4717
NSW,Queanbeyan NSW 2620,Fax: (02) 6277 4737
,"Tel : (02) 6284 3977, Fax : (02) 6284 3904",
,,
,"2. Bega: 1/225 Carp Street (PO Box 1233), Bega",
,NSW 2550,
,"Tel : (02) 6492 0974, Fax : (02) 6494 7209",
,,
,E-mail: Peter.Hendy.MP@aph.gov.au,
,,
,,
,,
,,
,5,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"North Sydney,","100 Mount Street (PO Box 1107, North Sydney NSW",Tel: (02) 6277 7340
NSW,"2059), (Cnr of Mount & Walker), North Sydney",Fax: (02) 6273 3420
,NSW 2060,
,,
,"Tel : (02) 9929 9822, Fax : (02) 9929 9833",
,E-mail: J.Hockey.MP@aph.gov.au,
,,
,,
"Page,","61-63 Molesworth Street, St Lismore NSW 2480",Tel: (02) 6277 4746
NSW,"Tel : (02) 6622 7253, Fax : (02) 6621 4255",Fax: (02) 6277 2278
,E-mail: Kevin.Hogan.MP@aph.gov.au,
,,
,,
"Petrie,","40 Hornibrook Esplanade, Clontarf Beach Qld 4019",Tel: (02) 6277 4018
Qld,"Tel : (07) 3284 8008, Fax : (07) 3284 8002",Fax: (02) 6277 2361
,,
,E-mail: Luke.Howarth.MP@aph.gov.au,
,,
"Flinders,","Shop 4, 184 Salmon Street (PO Box 274), Hastings",Tel: (02) 6277 7920
,,
Vic,Vic 3915,Fax: (02) 6273 7330
,"Tel : (03) 5979 3188, Fax : (03) 5979 3034",
,E-mail: Greg.Hunt.MP@aph.gov.au,
,,
,,
"Chifley,","6/15 Cleeve Close (PO Box 259), Mt Druitt",Tel: (02) 6277 4488
NSW,NSW 2770,Fax: (02) 6277 8590
,,
,"Tel : (02) 9625 4344, Fax : (02) 9832 2641",
,E-mail: ed.husic.mp@aph.gov.au,
,,
,,
"Lyons,","53B Main Road (PO Box 50), Perth Tas 7300",Tel: (02) 6277 4918
Tas,"Tel : (03) 6398 1115, Fax : (03) 6398 1120",Fax: (02) 6277 4299
,,
,E-mail: Eric.Hutchinson.MP@aph.gov.au,
,,
"Swan,","G3, 59 Albany Highway (PO Box 1060, East Victoria",Tel: (02) 6277 4337
,,
WA,"Park WA 6981), Victoria Park WA 6101",Fax: (02) 6277 8494
,"Tel : (08) 9355 0099, Fax : (08) 9355 0199",
,E-mail: Steve.Irons.MP@aph.gov.au,
,,
,,
"Tangney,","6-8 Aveley Street (PO Box 329 WA 6955), Willetton",Tel: (02) 6277 4156
WA,WA 6155,Fax: (02) 6277 8460
,,
,"Tel : (08) 9354 9633, Fax : (08) 9354 9233",
,E-mail: Dennis.Jensen.MP@aph.gov.au,
,,
,,
"Herbert,","Nathan Business Centre (PO Box 226), Corner Ross",Tel: (02) 6277 4693
Qld,"River Road & Nathan Street, Aitkenvale Qld 4814",Fax: (02) 6277 8551
,"Tel : (07) 4725 2066, Fax : (07) 4725 2088",
,,
,E-mail: ewen.jones.mp@aph.gov.au,
,,
"Throsby,","2/1 Bong Bong Road (PO Box 864), Dapto NSW 2530",Tel: (02) 6277 4661
,,
NSW,"Tel : (02) 4262 6122, Fax : (02) 4262 6155",Fax: (02) 6277 8548
,E-mail: stephen.jones.mp@aph.gov.au,
,,
,,
"New England,","Shop 5 (PO Box 963, Tamworth NSW 2340), 259 Peel",Tel: (02) 6277 7520
NSW,"Street, Tamworth NSW 2340",Fax: (02) 6273 4120
,"Tel : (02) 6761 3080, Fax : (02) 6761 3380",
,,
,E-mail: Barnaby.Joyce.MP@aph.gov.au,
,,
,,
"Kennedy,",1. Innisfail: Corner Edith and Owen Streets (PO Box,Tel: (02) 6277 4978
Qld,"1638), Innisfail Qld 4860",Fax: (02) 6277 8558
,"Tel : (07) 4061 6066, Fax : (07) 4061 6566",
,,
,"2. Mount Isa: 42-44 Simpson Street (PO Box 2130),",
,Mount Isa Qld 4825,
,"Tel : (07) 4743 3534, Fax : (07) 4743 0189",
,,
,E-mail: Bob.Katter.MP@aph.gov.au,
,,
,,
,,
,,
,,
,,
,6,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Stirling,","203 Wanneroo Road (PO Box 261, Osborne Park WA",Tel: (02) 6277 7290
WA,"6917), Tuart Hill WA 6060",Fax: (02) 6273 7098
,"Tel : (08) 9440 3999, Fax : (08) 9440 3988",
,,
,E-mail: Michael.Keenan.MP@aph.gov.au,
,,
"Hughes,","Shop 1, 9-15 East Parade (PO Box 1014, 1499),",Tel: (02) 6277 4366
,,
NSW,Sutherland NSW 2232,Fax: (02) 6277 8567
,"Tel : (02) 9521 6262, Fax : (02) 9545 0927",
,E-mail: craig.kelly.mp@aph.gov.au,
,,
,,
"Ballarat,","5 Lydiard Street North, Ballarat Vic 3350",Tel: (02) 6277 4407
Vic,"Tel : (03) 5338 8123, Fax : (03) 5333 7710",Fax: (02) 6277 4998
,,
,E-mail: Catherine.King.MP@aph.gov.au,
,,
"Bowman,","10/32 Middle Street (PO Box 8024), Cleveland",Tel: (02) 6277 4258
,,
Qld,Qld 4163,Fax: (02) 6277 8503
,"Tel : (07) 3821 0155, Fax : (07) 3821 3799",
,E-mail: Andrew.Laming.MP@aph.gov.au,
,,
,,
"Capricornia,","The Swan (PO Box 1919), 159 Denison Street (Cnr",Tel: (02) 6277 4373
Qld,"Denham St), Rockhampton Qld 4700",Fax: (02) 6277 2376
,,
,"Tel : (07) 4922 6604, Fax : (07) 4922 6607",
,E-mail: Michelle.Landry.MP@aph.gov.au,
,,
,,
"Reid,","72 Burwood Road (PO Box 2028, Burwood North),",Tel: (02) 6277 4345
NSW,Burwood NSW 2134,Fax: (02) 6277 8577
,,
,"Tel : (02) 9715 7444, Fax : (02) 9745 2825",
,E-mail: Craig.Laundy.MP@aph.gov.au,
,,
,,
"Fraser,","Unit 8/1 Torrens St, Braddon ACT 2612",Tel: (02) 6277 4140
ACT,Tel : (02) 6247 4396 or 6247 4037,Fax: (02) 6277 8469
,Fax : (02) 6247 3457,
,,
,E-mail: andrew.leigh.mp@aph.gov.au,
,,
"Farrer,","1. Albury: 520 Swift Street (PO Box 672), Albury",Tel: (02) 6277 7630
,,
NSW,NSW 2640,Fax: (02) 6273 5188
,"Tel : (02) 6021 3264, Fax : (02) 6021 6620",
,Toll Free : 1300 303 203,
,,
,"2. Broken Hill: 275 Argent Street, BROKEN HILL",
,NSW 2880,
,"Tel : (08) 8087 7649, Fax : (08) 8087 7605",
,,
,E-mail: Sussan.Ley.MP@aph.gov.au,
,,
"Groom,","216 Margaret Street (PO Box 777), Cnr Margaret &",Tel: (02) 6277 7070
,,
Qld,"Duggan Sts, Toowoomba Qld 4350",Fax: (02) 6273 3662
,"Tel : (07) 4632 4144, Fax : (07) 4638 2147",
,E-mail: Ian.Macfarlane.MP@aph.gov.au,
,,
,,
"Jagajaga,","149 Burgundy Street (PO Box 316), Heidelberg",Tel: (02) 6277 4305
Vic,Vic 3084,Fax: (02) 6277 8595
,,
,"Tel : (03) 9459 1411, Fax : (03) 9457 5721",
,E-mail: JMacklin.MP@aph.gov.au,
,,
,,
"Perth,","953A Beaufort Street (PO Box 901 WA 6932),",Tel: (02) 6277 4835
WA,Inglewood WA 6051,Fax: (02) 6277 4851
,"Tel : (08) 9272 3411, Fax : (08) 9272 3477",
,,
,E-mail: Alannah.MacTiernan.MP@aph.gov.au,
,,
"Forrest,",Units 7 & 8 Grand Cinemas Complex (PO Box 2028,Tel: (02) 6277 2318
,,
WA,"6231), Corner of Victoria and Clifton Streets, Bunbury",Fax: (02) 6277 8450
,WA 6230,
,"Tel : (08) 9721 3788, Fax : (08) 9721 4911",
,,
,E-mail: Nola.Marino.MP@aph.gov.au,
,,
,7,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Macquarie,","Shop 24, Riverview Shopping Centre (PO Box 855),",Tel: (02) 6277 2371
NSW,"227 George Street, Windsor NSW 2756",Fax: (02) 6277 8463
,,
,"Tel : (02) 4577 2631, Fax : (02) 4577 2640",
,E-mail: Louise.Markus.MP@aph.gov.au,
,,
,,
"Corio,","17A Yarra Street, Geelong Vic 3220",Tel: (02) 6277 4336
Vic,"Tel : (03) 5221 3033, Fax : (03) 5222 4505",Fax: (02) 6277 8599
,E-mail: Richard.Marles.MP@aph.gov.au,
,,
,,
"Macarthur,","47 Argyle St (PO Box 1065), Camden NSW 2570",Tel: (02) 6277 2035
NSW,"Tel : (02) 4655 7600, Fax : (02) 4655 7690",Fax: (02) 6277 8486
,,
,E-mail: russell.matheson.mp@aph.gov.au,
,,
,,
"Riverina,","1. Wagga Wagga: Suite 2, 11-15 Fitzmaurice Street,",Tel: (02) 6277 4725
NSW,Wagga Wagga NSW 2650,Fax: (02) 6277 8563
,"Tel : (02) 6921 4600, Fax : (02) 6921 5900",
,,
,"2. Griffith: 100 Yambil Street, Griffith NSW 2680",
,"Tel : (02) 6964 1212, Fax : (02) 6962 7722",
,E-mail: michael.mccormack.mp@aph.gov.au,
,,
,,
"Indi,","117 Murphy Street, Wangaratta Vic 3677",Tel: (02) 6277 4778
Vic,"Tel : (03) 5721 7077, Fax : (03) 5721 7066",Fax: (02) 6277 2365
,,
,E-mail: Cathy.McGowan.MP@aph.gov.au,
,,
"Dobell,","Shop E1 Westfield Tuggerah (PO Box 3763, Tuggerah",Tel: (02) 6277 4055
,,
NSW,"NSW 2259), Cobbs Road, Tuggerah NSW 2259",Fax: (02) 6277 4293
,"Tel : (02) 4351 0837, Fax : (02) 4351 1487",
,E-mail: Karen.McNamara.MP@aph.gov.au,
,,
,,
"McEwen,","Suite 4B, 61 High Street, Wallan Vic 3756",Tel: (02) 6277 4117
Vic,"Tel : (03) 5783 4880, 1300 701 966",Fax: (02) 6277 8443
,,
,Fax : (03) 5783 4889,
,E-mail: rob.mitchell.mp@aph.gov.au,
,,
,,
"Cook,","Suite 102, Level 1 (PO Box 1306), 30 The Kingsway,",Tel: (02) 6277 7860
NSW,Cronulla NSW 2230,Fax: (02) 6273 4144
,"Tel : (02) 9523 0339, Fax : (02) 9523 8959",
,,
,E-mail: Scott.Morrison.MP@aph.gov.au,
,,
"Blair,","Shop 28-29, 68 Hunter Street (PO Box 5117), Brassall",Tel: (02) 6277 4755
,,
Qld,Qld 4305,Fax: (02) 6277 8533
,"Tel : (07) 3201 5300, Fax : (07) 3201 5311",
,Toll Free : 1300 792 714,
,,
,E-mail: Shayne.Neumann.MP@aph.gov.au,
,,
"Bass,","100 St John Street (PO Box 5035), Launceston",Tel: (02) 6277 4954
,,
Tas,Tas 7250,Fax: (02) 6277 2273
,"Tel : (03) 63347033, Fax : (03) 63347055",
,E-mail: Andrew.Nikolic.MP@aph.gov.au,
,,
,,
"Gorton,","Suite 1 Level 2 13-15 Lake Street, Caroline Springs",Tel: (02) 6277 4105
